Country,Year,Month,As On Date,Foreign Exchange Reserve Type,"Rupees (UOM:INR(IndianRupees)), Scaling Factor:10000000","Us Dollars (UOM:USD(USDollars)), Scaling Factor:1000000","Volume (UOM:MT(MetricTonnes)), Scaling Factor:1","Special Drawing Rights (Sdrs) (UOM:Number), Scaling Factor:1000000"
India,"Financial Year (Apr - Mar), 2007","August, 2007",17-Aug-2007,Gold,27850.0,68870,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",17-Aug-2007,Reserve Tranche Position in IMF,1883.0,453,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",17-Aug-2007,SDRs,9.0,2,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",17-Aug-2007,Total Reserves,940553.0,2264450,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",24-Aug-2007,Foreign Currency Assets,912157.0,2215050,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",24-Aug-2007,Gold,27850.0,68870,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",24-Aug-2007,Reserve Tranche Position in IMF,1872.0,455,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",24-Aug-2007,SDRs,9.0,2,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",24-Aug-2007,Total Reserves,941888.0,2288490,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",31-Aug-2007,Foreign Currency Assets,907301.0,2215090,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",31-Aug-2007,Gold,28186.0,68810,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",31-Aug-2007,Reserve Tranche Position in IMF,1866.0,455,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",31-Aug-2007,SDRs,9.0,2,,
India,"Financial Year (Apr - Mar), 2007","August, 2007",31-Aug-2007,Total Reserves,937362.0,2288470,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",06-Jul-2007,Foreign Currency Assets,839888.0,2075850,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",06-Jul-2007,Gold,27655.0,67870,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",06-Jul-2007,Reserve Tranche Position in IMF,1868.0,462,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",06-Jul-2007,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",06-Jul-2007,Total Reserves,869417.0,2148350,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",13-Jul-2007,Foreign Currency Assets,856761.0,2117030,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",13-Jul-2007,Gold,27655.0,67870,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",13-Jul-2007,Reserve Tranche Position in IMF,1881.0,465,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",13-Jul-2007,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",13-Jul-2007,Total Reserves,886303.0,2189560,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",20-Jul-2007,Foreign Currency Assets,866250.0,2147900,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",20-Jul-2007,Gold,27655.0,67870,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",20-Jul-2007,Reserve Tranche Position in IMF,1877.0,465,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",20-Jul-2007,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",20-Jul-2007,Total Reserves,895788.0,2220430,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",27-Jul-2007,Foreign Currency Assets,882854.0,2180960,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",27-Jul-2007,Gold,27655.0,67870,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",27-Jul-2007,Reserve Tranche Position in IMF,1841.0,455,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",27-Jul-2007,SDRs,49.0,12,,
India,"Financial Year (Apr - Mar), 2007","July, 2007",27-Jul-2007,Total Reserves,912399.0,2253500,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",01-Jun-2007,Foreign Currency Assets,814862.0,2010020,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",01-Jun-2007,Gold,28147.0,69110,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",01-Jun-2007,Reserve Tranche Position in IMF,1862.0,459,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",01-Jun-2007,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",01-Jun-2007,Total Reserves,844877.0,2083730,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",08-Jun-2007,Foreign Currency Assets,828522.0,2021770,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",08-Jun-2007,Gold,28147.0,69110,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",08-Jun-2007,Reserve Tranche Position in IMF,1876.0,458,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",08-Jun-2007,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",08-Jun-2007,Total Reserves,858551.0,2095470,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",15-Jun-2007,Foreign Currency Assets,834337.0,2036460,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",15-Jun-2007,Gold,28147.0,69110,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",15-Jun-2007,Reserve Tranche Position in IMF,1872.0,457,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",15-Jun-2007,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",15-Jun-2007,Total Reserves,864362.0,2110150,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",22-Jun-2007,Foreign Currency Assets,835279.0,2051780,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",22-Jun-2007,Gold,28147.0,69110,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",22-Jun-2007,Reserve Tranche Position in IMF,1868.0,459,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",22-Jun-2007,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",22-Jun-2007,Total Reserves,865300.0,2125490,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",29-Jun-2007,Foreign Currency Assets,839913.0,2061140,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",29-Jun-2007,Gold,28147.0,69110,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",29-Jun-2007,Reserve Tranche Position in IMF,1875.0,460,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",29-Jun-2007,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2007","June, 2007",29-Jun-2007,Total Reserves,869941.0,2134860,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",04-May-2007,Foreign Currency Assets,803684.0,1965000,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",04-May-2007,Gold,29051.0,70360,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",04-May-2007,Reserve Tranche Position in IMF,1888.0,462,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",04-May-2007,SDRs,44.0,11,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",04-May-2007,Total Reserves,834667.0,2040090,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",11-May-2007,Foreign Currency Assets,812302.0,1964930,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",11-May-2007,Gold,29051.0,70360,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",11-May-2007,Reserve Tranche Position in IMF,1907.0,461,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",11-May-2007,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",11-May-2007,Total Reserves,843266.0,2039910,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",18-May-2007,Foreign Currency Assets,803625.0,1964850,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",18-May-2007,Gold,29051.0,70360,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",18-May-2007,Reserve Tranche Position in IMF,1881.0,460,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",18-May-2007,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",18-May-2007,Total Reserves,834563.0,2039820,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",25-May-2007,Foreign Currency Assets,801600.0,1974380,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",25-May-2007,Gold,29051.0,70360,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",25-May-2007,Reserve Tranche Position in IMF,1865.0,459,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",25-May-2007,SDRs,6.0,1,,
India,"Financial Year (Apr - Mar), 2007","May, 2007",25-May-2007,Total Reserves,832522.0,2049340,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",06-Apr-2007,Foreign Currency Assets,833120.0,1930750,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",06-Apr-2007,Gold,29573.0,67840,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",06-Apr-2007,Reserve Tranche Position in IMF,1981.0,459,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",06-Apr-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",06-Apr-2007,Total Reserves,864682.0,2003200,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",13-Apr-2007,Foreign Currency Assets,837037.0,1958440,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",13-Apr-2007,Gold,29573.0,67840,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",13-Apr-2007,Reserve Tranche Position in IMF,1975.0,462,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",13-Apr-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",13-Apr-2007,Total Reserves,868593.0,2030920,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",20-Apr-2007,Foreign Currency Assets,825657.0,1966320,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",20-Apr-2007,Gold,29573.0,67840,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",20-Apr-2007,Reserve Tranche Position in IMF,1945.0,463,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",20-Apr-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",20-Apr-2007,Total Reserves,857183.0,2038810,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",27-Apr-2007,Foreign Currency Assets,808573.0,1968770,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",27-Apr-2007,Gold,29573.0,67840,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",27-Apr-2007,Reserve Tranche Position in IMF,1902.0,463,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",27-Apr-2007,SDRs,45.0,11,,
India,"Financial Year (Apr - Mar), 2007","April, 2007",27-Apr-2007,Total Reserves,840093.0,2041350,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",02-Mar-2007,Foreign Currency Assets,829286.0,1872820,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",02-Mar-2007,Gold,30499.0,68830,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",02-Mar-2007,Reserve Tranche Position in IMF,2069.0,467,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",02-Mar-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",02-Mar-2007,Total Reserves,861862.0,1946340,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",09-Mar-2007,Foreign Currency Assets,828108.0,1870580,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",09-Mar-2007,Gold,30499.0,68830,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",09-Mar-2007,Reserve Tranche Position in IMF,2065.0,467,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",09-Mar-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",09-Mar-2007,Total Reserves,860680.0,1944100,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",16-Mar-2007,Foreign Currency Assets,833059.0,1886030,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",16-Mar-2007,Gold,30499.0,68830,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",16-Mar-2007,Reserve Tranche Position in IMF,2074.0,469,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",16-Mar-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",16-Mar-2007,Total Reserves,865640.0,1959570,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",23-Mar-2007,Foreign Currency Assets,832015.0,1903920,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",23-Mar-2007,Gold,30499.0,68830,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",23-Mar-2007,Reserve Tranche Position in IMF,2051.0,469,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",23-Mar-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",23-Mar-2007,Total Reserves,864573.0,1977460,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",30-Mar-2007,Foreign Currency Assets,836597.0,1919240,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",30-Mar-2007,Gold,29573.0,67840,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",30-Mar-2007,Reserve Tranche Position in IMF,2044.0,469,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",30-Mar-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2006","March, 2007",30-Mar-2007,Total Reserves,868222.0,1991790,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",02-Feb-2007,Foreign Currency Assets,762949.0,1729650,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",02-Feb-2007,Gold,28840.0,65290,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",02-Feb-2007,Reserve Tranche Position in IMF,2397.0,543,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",02-Feb-2007,SDRs,44.0,10,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",02-Feb-2007,Total Reserves,794230.0,1800470,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",09-Feb-2007,Foreign Currency Assets,784638.0,1780840,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",09-Feb-2007,Gold,28840.0,65290,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",09-Feb-2007,Reserve Tranche Position in IMF,2041.0,463,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",09-Feb-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",09-Feb-2007,Total Reserves,815527.0,1850780,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",16-Feb-2007,Foreign Currency Assets,802061.0,1819150,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",16-Feb-2007,Gold,28840.0,65290,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",16-Feb-2007,Reserve Tranche Position in IMF,2054.0,466,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",16-Feb-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",16-Feb-2007,Total Reserves,832963.0,1889120,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",23-Feb-2007,Foreign Currency Assets,824174.0,1861280,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",23-Feb-2007,Gold,28840.0,65290,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",23-Feb-2007,Reserve Tranche Position in IMF,2058.0,465,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",23-Feb-2007,SDRs,8.0,2,,
India,"Financial Year (Apr - Mar), 2006","February, 2007",23-Feb-2007,Total Reserves,855080.0,1931240,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",05-Jan-2007,Foreign Currency Assets,750983.0,1695220,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",05-Jan-2007,Gold,28824.0,65170,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",05-Jan-2007,Reserve Tranche Position in IMF,2412.0,545,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",05-Jan-2007,SDRs,4.0,1,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",05-Jan-2007,Total Reserves,782223.0,1765850,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",12-Jan-2007,Foreign Currency Assets,760006.0,1703670,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",12-Jan-2007,Gold,28824.0,65170,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",12-Jan-2007,Reserve Tranche Position in IMF,2413.0,541,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",12-Jan-2007,SDRs,4.0,1,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",12-Jan-2007,Total Reserves,791247.0,1774260,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",19-Jan-2007,Foreign Currency Assets,758514.0,1710680,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",19-Jan-2007,Gold,28824.0,65170,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",19-Jan-2007,Reserve Tranche Position in IMF,2404.0,542,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",19-Jan-2007,SDRs,4.0,1,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",19-Jan-2007,Total Reserves,789746.0,1781280,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",26-Jan-2007,Foreign Currency Assets,760855.0,1719840,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",26-Jan-2007,Gold,28824.0,65170,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",26-Jan-2007,Reserve Tranche Position in IMF,2393.0,541,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",26-Jan-2007,SDRs,44.0,10,,
India,"Financial Year (Apr - Mar), 2006","January, 2007",26-Jan-2007,Total Reserves,792116.0,1790520,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",01-Dec-2006,Foreign Currency Assets,752444.0,1684450,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",01-Dec-2006,Gold,29067.0,64940,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",01-Dec-2006,Reserve Tranche Position in IMF,2451.0,549,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",01-Dec-2006,SDRs,4.0,1,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",01-Dec-2006,Total Reserves,783966.0,1754890,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",08-Dec-2006,Foreign Currency Assets,752582.0,1684000,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",08-Dec-2006,Gold,29067.0,64940,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",08-Dec-2006,Reserve Tranche Position in IMF,2451.0,549,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",08-Dec-2006,SDRs,4.0,1,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",08-Dec-2006,Total Reserves,784108.0,1754440,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",15-Dec-2006,Foreign Currency Assets,752427.0,1684790,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",15-Dec-2006,Gold,29067.0,64940,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",15-Dec-2006,Reserve Tranche Position in IMF,2436.0,545,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",15-Dec-2006,SDRs,4.0,1,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",15-Dec-2006,Total Reserves,783934.0,1755190,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",22-Dec-2006,Foreign Currency Assets,754422.0,1691910,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",22-Dec-2006,Gold,29067.0,64940,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",22-Dec-2006,Reserve Tranche Position in IMF,2438.0,547,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",22-Dec-2006,SDRs,4.0,1,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",22-Dec-2006,Total Reserves,785931.0,1762330,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",29-Dec-2006,Foreign Currency Assets,752738.0,1701870,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",29-Dec-2006,Gold,28824.0,65170,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",29-Dec-2006,Reserve Tranche Position in IMF,2416.0,546,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",29-Dec-2006,SDRs,4.0,1,,
India,"Financial Year (Apr - Mar), 2006","December, 2006",29-Dec-2006,Total Reserves,783982.0,1772510,,
India,"Financial Year (Apr - Mar), 2006","November, 2006",03-Nov-2006,Foreign Currency Assets,719192.0,1603910,,
India,"Financial Year (Apr - Mar), 2006","November, 2006",03-Nov-2006,Gold,27320.0,60680,,
India,"Financial Year (Apr - Mar), 2006","November, 2006",03-Nov-2006,Reserve Tranche Position in IMF,2917.0,650,,
India,"Financial Year (Apr - Mar), 2006","November, 2006",03-Nov-2006,SDRs,33.0,7,,
India,"Financial Year (Apr - Mar), 2006","November, 2006",03-Nov-2006,Total Reserves,749462.0,1671160,,
India,"Financial Year (Apr - Mar), 2006","November, 2006",10-Nov-2006,Foreign Currency Assets,718149.0,1615630,,
India,"Financial Year (Apr - Mar), 2006","November, 2006",10-Nov-2006,Gold,27320.0,60680,,
India,"Financial Year (Apr - Mar), 2006","November, 2006",10-Nov-2006,Reserve Tranche Position in IMF,2900.0,652,,
India,"Financial Year (Apr - Mar), 2006","November, 2006",10-Nov-2006,SDRs,4.0,1,,
India,"Financial Year (Apr - Mar), 2006","November, 2006",10-Nov-2006,Total Reserves,748373.0,1682840,,
